"/Return/ReturnData/IRS990/AccountantCompileOrReview","/Return/ReturnData/IRS990/AccountantCompileOrReviewInd","Element change"
"/Return/ReturnData/IRS990/AccountantCompileOrReviewBasis/FinancialStatementBoth","/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/ConsolAndSepBasisFinclStmtInd","Element change"
"/Return/ReturnData/IRS990/AccountantCompileOrReviewBasis/FinancialStatementConsolidated","/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/ConsolidatedBasisFinclStmtInd","Element change"
"/Return/ReturnData/IRS990/AccountantCompileOrReviewBasis/FinancialStatementSeparate","/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd","Element change"
"/Return/ReturnData/IRS990/AccountsPayableAccruedExpenses/BOY","/Return/ReturnData/IRS990/AccountsPayableAccrExpnssGrp/BOYAmt","Element change"
"/Return/ReturnData/IRS990/AccountsPayableAccruedExpenses/EOY","/Return/ReturnData/IRS990/AccountsPayableAccrExpnssGrp/EOYAmt","Element change"
"/Return/ReturnData/IRS990/AccountsReceivable/BOY","/Return/ReturnData/IRS990/AccountsReceivableGrp/BOYAmt","Element change"
"/Return/ReturnData/IRS990/AccountsReceivable/EOY","/Return/ReturnData/IRS990/AccountsReceivableGrp/EOYAmt","Element change"
"/Return/ReturnData/IRS990/ActivitiesConductedPartnership","/Return/ReturnData/IRS990/ActivitiesConductedPrtshpInd","Element change"
"/Return/ReturnData/IRS990/Activity2/ActivityCode","/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ActivityCd","Element change"
"/Return/ReturnData/IRS990/Activity2/Description","/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/Desc","Element change"
"/Return/ReturnData/IRS990/Activity2/Expense","/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ExpenseAmt","Element change"
"/Return/ReturnData/IRS990/Activity2/Grants","/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/GrantAmt","Element change"
"/Return/ReturnData/IRS990/Activity2/Revenue","/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/RevenueAmt","Element change"
"/Return/ReturnData/IRS990/Activity3/ActivityCode","/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ActivityCd","Element change"
"/Return/ReturnData/IRS990/Activity3/Description","/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/Desc","Element change"
"/Return/ReturnData/IRS990/Activity3/Expense","/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ExpenseAmt","Element change"
"/Return/ReturnData/IRS990/Activity3/Grants","/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/GrantAmt","Element change"
"/Return/ReturnData/IRS990/Activity3/Revenue","/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/RevenueAmt","Element change"
"/Return/ReturnData/IRS990/ActivityCode","/Return/ReturnData/IRS990/ActivityCd","Element change"
"/Return/ReturnData/IRS990/ActivityOrMissionDescription","/Return/ReturnData/IRS990/ActivityOrMissionDesc","Element change"
"/Return/ReturnData/IRS990/ActivityOther/ActivityCode","/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ActivityCd","Element change"
"/Return/ReturnData/IRS990/ActivityOther/Description","/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/Desc","Element change"
